5097601,52,20030820,2895221177263089737195891,340832411
5184001,53,19354438,3185743294989398710915480,360186849
5270401,54,18718202,3505317624488338582007028,378905051
5356801,55,18118846,3856849386937172440207730,397023897
5443201,56,17553388,4243534325630889684228503,414577285
5529601,57,27914271,4668887758193978652651353,442491556
5616001,58,27233927,5136776534013376517916488,469725483
5702401,59,26404624,5651454187414714169708136,496130107
5788801,60,25616723,6217599606156185586678949,521746830
5875201,61,24870247,6840359566771804145346843,546617077
5961601,62,24162203,7525395523448984559881527,570779280
6048001,63,23489823,8278935075793883015869679,594269103
6134401,64,35744804,9107828583373271317456646,630013907
6220801,65,34951112,10019611441710598449202310,664965019
6307201,66,33999432,11022572585881658294122541,698964451
6393601,67,33090565,12125829844469824123534795,732055016
6480001,68,32224588,13339412828916806535888274,764279604
6566401,69,31398711,14674354111808487189477101,795678315
6652801,70,30610333,16142789522989335908424811,826288648
6739201,71,34707148,17758068475288269499267292,860995796
6825601,72,33924540,19534875322817096449194021,894920336
6912001,73,33109022,21489362855098806094113423,928029358
6998401,74,32327400,23639299140608686703524765,960356758
7084801,75,31578548,26004229054669555373877241,991935306
7171201,76,30860548,28605651960136510911264965,1022795854
7257601,77,30171609,31467217156150162002391461,1052967463
7344001,78,29510075,34614938871765178202630607,1082477538
7430401,79,28874408,38077432758941696022893667,1111351946
7516801,80,28263180,41886176034835865625183033,1139615126
7603201,81,27675066,46075793638319452187701336,1167290192
7689601,82,27108829,50684373002151397406471469,1194399021
7776001,83,26563319,55753810302366537147118615,1220962340
7862401,84,26037461,61330191332603190861830476,1246999801
7948801,85,25530254,67464210465863509948013523,1272530055
8035201,86,25040760,74211631512449860942814875,1297570815
8121601,87,24568102,81633794663694847037096362,1322138917
8208001,88,24111459,89798174130064331740805998,1346250376
8294401,89,23670060,98778991543070764914886597,1369920436
8380801,90,23243183,108657890697377841406375256,1393163619
8467201,90,23243183,108657890697377841406375256,1393163619
8553601,90,23243183,108657890697377841406375256,1393163619
8640001,90,23243183,108657890697377841406375256,1393163619
8726401,90,23243183,108657890697377841406375256,1393163619
8812801,90,23243183,108657890697377841406375256,1393163619
8899201,90,23243183,108657890697377841406375256,1393163619
8985601,90,23243183,108657890697377841406375256,1393163619
9072001,90,23243183,108657890697377841406375256,1393163619
9158401,90,23243183,108657890697377841406375256,1393163619
9244801,90,23243183,108657890697377841406375256,1393163619
9331201,90,23243183,108657890697377841406375256,1393163619
9417601,90,23243183,108657890697377841406375256,1393163619
9504001,90,23243183,108657890697377841406375256,1393163619
9590401,90,23243183,108657890697377841406375256,1393163619
9676801,90,23243183,108657890697377841406375256,1393163619
9763201,90,23243183,108657890697377841406375256,1393163619
9849601,90,23243183,108657890697377841406375256,1393163619
9936001,90,23243183,108657890697377841406375256,1393163619
10022401,90,23243183,108657890697377841406375256,1393163619
10108801,90,23243183,108657890697377841406375256,1393163619
10195201,90,23243183,108657890697377841406375256,1393163619
10281601,90,23243183,108657890697377841406375256,1393163619
