1,1,1888854,1000000000000000000000,2493654
86401,2,5872782,2100000000000000000000,8366436
172801,3,12960878,3310000000000000000000,21327314
259201,4,24455730,4641000000000000000000,45783044
345601,5,41416824,6105100000000000000000,87199868
432001,6,65003134,7715610000000000000000,152203002
518401,7,96185712,9487171000000000000000,248388714
604801,8,136144281,11435888100000000000000,384532995
691201,9,185979305,13579476910000000000000,570512300
777601,10,246788422,15937424601000000000000,817300722
864001,11,244282455,18531167061100000000000,1061583177
950401,12,209168317,21384283767210000000000,1270751494
1036801,13,179865914,24522712143931000000000,1450617408
1123201,14,157166297,27974983358324100000000,1607783705
1209601,15,139268363,31772481694156510000000,1747052068
1296001,16,124828350,35949729863572161000000,1871880418
1382401,17,112947340,40544702849929377100000,1984827758
1468801,18,103010880,45599173134922314810000,2087838638
1555201,19,94585572,51159090448414546291000,2182424210
1641601,20,87357113,57274999493256000920100,2269781323
1728001,21,81092107,64002499442581601012110,2350873430
1814401,22,75613676,71402749386839761113321,2426487106
1900801,23,70785389,79543024325523737224653,2497272495
1987201,24,66500365,88497326758076110947118,2563772860
2073601,25,62673718,98347059433883722041829,2626446578
2160001,26,59237203,109181765377272094246011,2685683781
2246401,27,56135347,121099941914999303670612,2741819128
2332801,28,53322612,134209936106499234037673,2795141740
2419201,29,50761275,148630929717149157441440,2845903015
2505601,29,50110984,163494022688864073185584,2894125145
2592001,30,47872672,180843424957750480504142,2941997817
2678401,31,45760752,199927767453525528554556,2987758569
2764801,32,43814252,220920544198878081410011,3031572821
2851201,33,42016533,244012598618765889551012,3073589354
2937601,34,40351608,269413858480642478506113,3113940962
3024001,35,38805632,297355244328706726356724,3152746594
3110401,36,37366592,328090768761577398992396,3190113186
3196801,37,36024022,361899845637735138891635,3154089164
3283201,38,35316380,399089830201508652780798,3118772784
3369601,39,34659652,439998813221659518058877,3153432436
3456001,40,33521260,484998694543825469864764,3119911176
3542401,41,32916914,534498563998208016851240,3152828090
3628801,42,31887731,588948420398028818536364,3184715821
3715201,43,30906289,648843262437831700390000,3153809532
3801601,44,30386059,714727588681614870429000,3123423473
3888001,45,29898154,787200347549776357471900,3153321627
3974401,46,29046117,866920382304753993219090,3182367744
4060801,47,28229971,954612420535229392540999,3154137773
4147201,48,27796128,1051073662588752331795098,3126341645
4233601,49,27386998,1157181028847627564974607,3153728643
4320001,50,26669820,1273899131732390321472067,3127058823
4406401,51,26286752,1402289044905629353619273,3153345575
4492801,52,25625057,1543517949396192288981200,3178970632
4579201,53,24988156,1698869744335811517879320,3153982476
4665601,54,24648478,1869756718769392669667252,3129333998
4752001,55,24326003,2057732390646331936633977,3153660001
4838401,56,23758038,2264505629710965130297374,3129901963
4924801,57,23453892,2491956192682061643327111,3153355855
5011201,58,22925294,2742151811950267807659822,3176281149
5097601,59,22414457,3017366993145294588425804,3153866692
5184001,60,22141300,3320103692459824047268384,3131725392
5270401,61,21880597,3653114061705806451995222,3153605989
5356801,62,21419686,4019425467876387097194744,3132186303
5443201,63,21172360,4422368014664025806914218,3153358663
5529601,64,20740386,4865604816130428387605639,3174099049
5616001,65,20321568,5353165297743471226366202,3153777481
5702401,66,20097140,5889481827517818349002822,3133680341
5788801,67,19882016,6479430010269600183903104,3153562357
5875201,68,19500510,7128373011296560202293414,3134061847
5961601,69,19295447,7842210312426216222522755,3153357294
6048001,70,18935831,8627431343668837844775030,3172293125
6134401,71,18586230,9491174478035721629252533,3153706895
6220801,72,18398564,10441291925839293792177786,3135308331
6307201,73,18218030,11486421118423223171395564,3153526361
6393601,74,17897044,12636063230265545488535120,3135629317
6480001,75,17724267,13900669553292100037388632,3153353584
6566401,76,17420238,15291736508621310041127495,3170773822
6652801,77,17124008,16821910159483441045240244,3153649814
6739201,78,16964757,18505101175431785149764268,3136685057
6825601,79,16811094,20356611292974963664740694,3153496151
6912001,80,16537290,22393272422272460031214763,3136958861
6998401,81,16389732,24633599664499706034336239,3153348593
7084801,82,16129330,27097959630949676637769862,3169477923
7171201,83,15875119,29808755594044644301546848,3153602804
7257601,84,15738285,32790631153449108731701532,3137864519
7344001,85,15605910,36070694268794019604871685,3153470429
7430401,86,15369599,39678763695673421565358853,3138100830
7516801,87,15242116,43647640065240763721894738,3153342946
7603201,88,15016580,48013404071764840094084211,3168359526
7689601,89,14796042,52815744478941324103492632,3153563484
7776001,90,14677204,58098318926835456513841895,3138886280
