7862401,91,14561981,63909150819519002165226084,3153448261
7948801,92,14355957,70301065901470902381748692,3139092304
8035201,93,14244714,77332172491617992619923561,3153337018
8121601,94,14047483,85066389740779791881915917,3167384501
8208001,95,13854344,93574028714857771070107508,3153530157
8294401,96,13750171,102932431586343548177118258,3139779986
8380801,96,13750171,102932431586343548177118258,3139779986
8467201,96,13750171,102932431586343548177118258,3139779986
8553601,96,13750171,102932431586343548177118258,3139779986
8640001,96,13750171,102932431586343548177118258,3139779986
8726401,96,13750171,102932431586343548177118258,3139779986
8812801,96,13750171,102932431586343548177118258,3139779986
8899201,96,13750171,102932431586343548177118258,3139779986
8985601,96,13750171,102932431586343548177118258,3139779986
9072001,96,13750171,102932431586343548177118258,3139779986
9158401,96,13750171,102932431586343548177118258,3139779986
9244801,96,13750171,102932431586343548177118258,3139779986
9331201,96,13750171,102932431586343548177118258,3139779986
9417601,96,13750171,102932431586343548177118258,3139779986
9504001,96,13750171,102932431586343548177118258,3139779986
9590401,96,13750171,102932431586343548177118258,3139779986
9676801,96,13750171,102932431586343548177118258,3139779986
9763201,96,13750171,102932431586343548177118258,3139779986
9849601,96,13750171,102932431586343548177118258,3139779986
9936001,96,13750171,102932431586343548177118258,3139779986
10022401,96,13750171,102932431586343548177118258,3139779986
10108801,96,13750171,102932431586343548177118258,3139779986
10195201,96,13750171,102932431586343548177118258,3139779986
10281601,96,13750171,102932431586343548177118258,3139779986
