1,1,0,1000,4
86401,1,0,1100,20
172801,1,0,1210,67
259201,1,0,1331,172
345601,1,0,1464,370
432001,1,0,1610,706
518401,1,0,1771,1232
604801,1,0,1948,2011
691201,1,0,2143,3114
777601,1,0,2357,4621
864001,1,0,2593,5214
950401,1,0,2853,5214
1036801,1,0,3138,5214
1123201,1,0,3452,5214
1209601,1,0,3797,5214
1296001,1,0,4177,5214
1382401,1,0,4594,5214
1468801,1,0,5054,5214
1555201,1,0,5559,5214
1641601,1,0,6115,5214
1728001,1,0,6727,5214
1814401,1,0,7400,5214
1900801,1,0,8140,5214
1987201,1,0,8954,5214
2073601,1,0,9849,5214
2160001,1,0,10834,5214
2246401,1,0,11918,5214
2332801,1,0,13109,5214
2419201,1,0,14420,5214
2505601,1,0,15863,5214
2592001,1,0,17349,5214
2678401,1,0,19084,5214
2764801,1,0,20992,5214
2851201,1,0,23092,5214
2937601,1,0,25401,5214
3024001,1,0,27941,5214
3110401,1,0,30735,5214
3196801,1,0,33809,5214
3283201,1,0,37189,5214
3369601,1,0,40908,5214
3456001,1,0,44999,5214
3542401,1,0,49499,5214
3628801,1,0,54449,5214
3715201,1,0,59894,5214
3801601,1,0,65884,5214
3888001,1,0,72472,5214
3974401,1,0,79720,5214
4060801,1,0,87692,5214
4147201,1,0,96461,5214
4233601,1,0,106107,5214
4320001,1,0,116718,5214
4406401,1,0,128389,5214
4492801,1,0,141228,5214
4579201,1,0,155351,5214
4665601,1,0,170886,5214
4752001,1,0,187975,5214
4838401,1,0,206773,5214
4924801,1,0,227450,5214
5011201,1,0,250195,5214
5097601,1,0,275215,5214
5184001,1,0,302736,5214
5270401,1,0,333010,5214
5356801,1,0,366311,5214
5443201,1,0,402942,5214
5529601,1,0,443236,5214
5616001,1,0,487560,5214
5702401,1,0,536316,5214
5788801,1,0,589948,5214
5875201,1,0,648943,5214
5961601,1,0,713837,5214
6048001,1,0,785221,5214
6134401,1,0,863743,5214
6220801,1,0,950117,5214
6307201,1,0,1045129,5214
6393601,1,0,1149642,5214
6480001,1,0,1264606,5214
6566401,1,0,1391066,5214
6652801,1,0,1530173,5214
6739201,1,0,1683191,5214
6825601,1,0,1851510,5214
6912001,1,0,2036661,5214
6998401,1,0,2240327,5214
7084801,1,0,2464359,5214
7171201,1,0,2710795,5214
7257601,1,0,2981875,5214
7344001,1,0,3280063,5214
7430401,1,0,3608069,5214
7516801,1,0,3968876,5214
7603201,1,0,4365764,5214
7689601,1,0,4802340,5214
7776001,1,0,5282574,5214
7862401,1,0,5810831,5214
7948801,1,0,6391915,5214
8035201,1,0,7031106,5214
8121601,1,0,7734217,5214
8208001,1,0,8507638,5214
8294401,1,0,9358402,5214
8380801,0,0,10000000,5214
8467201,0,0,10000000,5214
8553601,0,0,10000000,5214
8640001,0,0,10000000,5214
8726401,0,0,10000000,5214
8812801,0,0,10000000,5214
8899201,0,0,10000000,5214
8985601,0,0,10000000,5214
9072001,0,0,10000000,5214
9158401,0,0,10000000,5214
9244801,0,0,10000000,5214
9331201,0,0,10000000,5214
9417601,0,0,10000000,5214
9504001,0,0,10000000,5214
9590401,0,0,10000000,5214
9676801,0,0,10000000,5214
9763201,0,0,10000000,5214
9849601,0,0,10000000,5214
9936001,0,0,10000000,5214
10022401,0,0,10000000,5214
10108801,0,0,10000000,5214
10195201,0,0,10000000,5214
10281601,0,0,10000000,5214
