101,1,747573,2000000000000000000000,1352373
201,2,604799,4000000000000000000000,747574
301,3,426398,6000000000000000000000,1173972
401,4,234513,8000000000000000000000,1408485
501,5,136525,10000000000000000000000,1271960
1210101,6,103307,12000000000000000000000,1168653
1210101,5,103307,10000000000000000000000,421080
1210101,4,103307,8000000000000000000000,1025879
1210101,3,103307,6000000000000000000000,599481
1210101,2,103307,4000000000000000000000,364968
1210101,1,103307,2000000000000000000000,501493
